date,01,02,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56,60,66,69,72,78,US
2022-01-29,137842,34024,230566,64503,1189006,90732,48696,16902,2617,395536,226735,31562,39328,247632,159090,64829,83980,169206,200139,14658,42776,117725,219678,179019,72568,118243,33416,44337,67166,28560,98083,65025,231051,331229,24036,149556,147012,99520,178160,31785,178812,17454,188663,582166,84239,11304,147780,284561,57150,114426,18314,0,4953,564,16642,404,3747636
2022-02-05,72224,24979,133485,48362,634786,44853,20109,7578,1726,263397,109547,20691,26692,120768,85730,40132,43706,103492,64480,13569,23484,60640,118247,103184,68392,61955,22456,20649,34246,17960,43233,38001,108753,192115,14016,74068,94741,67382,95990,17149,103634,9714,140725,390053,38800,4975,92838,145653,39280,63968,10632,17,3965,1119,8280,222,2106640
2022-02-12,39196,14359,68863,24444,404807,24276,13453,5065,1277,244856,61597,10691,24140,59944,34832,22759,8896,68089,36037,13352,13056,34604,58971,57996,49710,38238,13202,9771,16222,13660,29874,21525,73053,111225,8082,45582,32166,40314,50306,9595,48268,4970,68016,217101,21637,3668,61310,86690,25732,36294,5478,22,3871,1462,4883,158,1259905
2022-02-19,21180,7701,33668,15260,198610,14083,12858,3304,877,84746,35062,5939,22752,52436,19832,13822,26788,60984,18131,51960,9074,23866,36152,35109,17622,27310,10184,3933,8046,10879,22764,13465,48734,68617,4088,26166,17786,22906,40714,5869,37140,4472,42576,129602,12546,2878,40016,-2451,14212,21660,3002,0,2763,958,3061,101,727898
2022-02-26,12796,5436,27940,9538,132447,8333,6074,2995,629,51046,21496,3437,18250,26013,12124,7762,6648,32468,12343,24733,8924,16391,29496,16026,7056,14056,8150,1959,8084,7932,20141,6828,31466,47868,2240,17410,12604,12616,25956,3417,18866,1652,22562,72725,6375,2514,27650,16190,13082,12158,1654,27,1941,1223,1892,112,464427
2022-03-05,7878,4163,7741,7723,85324,6693,4897,1469,352,27646,15234,2685,17690,20937,6816,13504,4118,24032,4814,9350,5562,11934,15536,10874,4304,8911,10466,44269,7918,3233,16664,4994,25606,29270,1432,13008,11046,8912,14606,2799,7552,978,13142,52599,4004,16595,18562,25494,7834,8242,1034,112,1145,540,1449,31,337025
2022-03-12,12108,5215,13115,6437,61754,5449,9705,1686,545,20422,12362,954,10896,17086,5864,2990,2352,4020,3216,3163,4284,9513,11764,12938,2110,5950,1222,1526,5416,1739,14226,3639,22842,21158,956,8760,7215,5290,12606,2675,4562,652,6371,62586,2258,1657,14842,15357,5198,6156,636,247,842,305,1195,130,237276
2022-03-19,4374,2969,10306,7328,58173,4672,4329,1142,529,0,11801,2093,8014,14884,4198,1779,1042,19064,2686,2806,4208,9723,13260,5833,1814,3589,928,967,39206,1874,13563,2053,29889,16542,566,5024,5929,3672,10234,2774,1224,486,4067,36825,1676,1818,12996,14588,3068,5308,326,623,392,310,1566,22,215103
2022-03-26,2644,1896,9132,4909,47308,4273,4636,1179,570,33482,6350,1551,3222,16116,2748,1465,932,17277,1693,2291,3922,11989,11334,5386,1388,7668,584,350,2263,2091,13303,2050,32269,14879,442,7336,3629,3104,8386,2549,2752,220,3298,73345,1402,1943,10744,12024,1642,5004,298,1196,355,333,1879,33,210000
2022-04-02,5920,3807,20286,1140,36672,4803,6152,1326,564,0,28856,2277,1322,16794,2652,1240,1082,14326,1334,2832,3720,15683,10796,5639,1218,4979,448,1427,2324,1894,16858,1470,51172,12405,418,6206,3620,3530,8362,2867,2050,308,3273,39230,1135,1877,9336,10072,1268,5906,222,1555,259,131,2396,45,198718
2022-04-09,2524,1868,13680,1114,48563,5450,7511,-1391,717,42695,5607,2332,854,21646,2460,1612,1364,7227,1931,2923,6002,18229,7473,6268,2042,9021,456,636,2378,2971,22121,1973,60755,7002,526,7656,4932,4344,11834,3302,3132,274,3771,70121,1275,2369,12190,21599,1100,8874,228,1201,228,5,4236,108,243938
2022-04-16,2278,2592,5554,1058,48234,7599,9903,1838,2169,0,6947,2627,806,28116,1730,1980,2604,6291,2342,4727,8258,27608,15393,8821,1383,4669,530,435,2339,4040,28900,1771,81758,10467,502,9616,2793,5798,16262,4588,1782,248,4211,27568,1356,3193,14844,14974,952,9470,-46,518,160,45,5106,118,234352
2022-04-23,2536,3066,4754,1473,67564,9834,12280,2717,1583,72742,4859,3402,1010,39107,6388,2313,3148,6226,2921,3904,10866,27056,20908,12439,965,6222,750,1487,2463,4251,29828,2361,88967,16818,758,13780,3432,9520,20218,4806,2992,330,5466,46311,2185,3772,16002,17576,1812,13008,268,172,219,18,21622,209,343510
2022-04-30,3192,2988,4700,1803,89036,11762,12911,2115,588,0,11573,6562,990,49280,11066,3461,4032,6065,3797,6072,13226,36016,28908,17363,1400,8414,986,3653,3881,5664,36973,2610,99051,23211,878,17462,3296,13930,26470,5890,4362,554,6991,34916,3088,4526,20380,29545,2816,18314,316,114,198,42,24707,258,379813
2022-05-07,3328,2931,7822,2318,110651,15718,15739,3820,0,118860,12906,8404,1632,61268,9586,4932,4458,7448,5054,11199,16486,42853,37761,22808,1907,9457,1232,1030,4853,6733,47938,3211,121851,28142,1302,22026,3096,16202,17616,7584,6142,746,9418,41790,5999,4384,28040,19918,3452,24972,390,101,181,18,30742,818,519567
2022-05-14,4626,3202,10980,2860,123601,21142,26499,5756,3244,0,17796,11417,2114,80063,13498,6705,5698,9366,7769,8351,24324,55146,55239,30157,4492,11592,1030,-3418,6447,7440,65236,4380,102176,36958,1562,31940,4375,18836,42632,9665,9260,900,12725,47977,6299,4630,35420,44707,5196,32556,572,76,173,24,29813,870,578420
2022-05-21,6346,3873,14408,3853,197184,23270,36207,8042,2023,199260,21193,14171,2702,80370,16286,5921,3818,14969,12005,8401,32166,57955,58364,27636,5470,17142,2158,4225,8764,7608,68894,6392,165322,47984,1766,39072,4388,21782,54634,10988,11506,950,17595,53273,8278,2689,44204,44458,7446,30886,756,73,192,10,34450,817,811701
2022-05-28,9108,4042,22996,4677,223959,28136,17666,7193,2061,23332,27736,17745,3386,73703,17568,7916,6214,14143,13434,7034,30806,42706,51788,24236,5273,17317,2610,3806,12444,8219,66670,9051,103147,58276,2024,39092,4215,22164,59328,9113,16068,1188,20412,58899,10128,3117,45046,41998,9404,29568,904,58,280,18,30467,678,714611
2022-06-04,9184,4025,26084,5572,207658,31095,10915,5523,1734,253950,29362,16153,3922,65176,16164,7718,6404,16772,16144,3589,24958,30667,38911,21498,3646,18544,0,4978,14421,4820,52116,8440,104850,55585,2356,35060,7624,18780,49724,7103,18410,1306,21964,93077,10334,2350,39774,35999,8216,27344,1222,62,356,33,25173,551,772981
2022-06-11,16664,4817,29354,8071,258409,31059,8825,5159,1794,41574,35063,15976,5018,67972,17286,8567,9372,23437,19137,3478,22976,27538,36757,22824,11288,21046,6936,5653,13587,3819,46583,13531,79204,53575,2282,36494,8632,21868,45128,5882,18912,1938,25243,94531,13575,1920,40228,38283,8000,25226,2670,0,611,37,24593,328,734930
2022-06-18,19240,4442,32668,9757,208149,27352,9006,3457,1104,255973,37672,14277,4960,54273,16946,7974,7910,22416,16336,3207,20012,21656,31096,20359,10419,21093,4178,3874,18405,3085,37373,13463,76141,48928,2504,32338,8421,20306,40562,4782,20696,1944,25977,95328,11734,1442,35554,35178,6050,21532,4706,150,673,79,21282,214,731142
2022-06-25,22574,5094,30746,11398,254893,27486,9704,3280,1914,41384,36075,10837,5668,54175,17834,7838,8276,23105,27773,2276,17382,19131,21245,18708,15279,22371,3926,7353,14297,2517,39932,13266,71950,38196,2424,32318,14812,21752,24652,3845,21242,1942,30327,130816,11973,1174,34758,36544,8352,22436,2360,72,626,87,25134,164,707767
2022-07-02,25566,6200,33028,15158,262671,29258,13641,3537,1224,255244,40681,10601,6706,56421,22020,8385,10034,18287,27925,2978,20458,20643,28582,12257,15313,25883,4256,5207,16363,3077,43887,12802,83273,48282,2960,34450,13100,21788,37800,3673,22028,2508,32518,132996,13044,1231,39308,39270,7902,20966,2232,91,833,260,21445,171,815271
2022-07-09,29266,5794,40396,16520,234905,26078,9384,3343,1240,24321,39291,8483,7352,55099,22346,8020,10816,19914,31057,2534,18254,18561,26017,17296,17379,24887,4400,3535,16342,2696,43853,12375,86349,50924,3178,37676,17766,20394,23744,3387,27466,2364,33150,167242,11947,900,36698,36723,8460,19750,2326,0,756,0,18177,143,733002
2022-07-16,33298,5955,30560,18343,326068,24604,10577,4371,1448,267816,52104,8677,7706,66100,22742,10376,14672,22901,37880,3054,22634,14946,33080,19150,19745,28981,5362,4030,15478,3179,49980,13424,105515,52775,3614,48930,22306,20186,39894,3782,26892,3138,38565,178790,13658,1057,42488,22478,10888,24212,3534,639,778,364,15752,223,946237
2022-07-23,34732,5710,36270,17674,284475,22080,11035,4697,1440,32531,53233,8573,7442,64552,29456,10689,15302,30523,36447,2762,22322,21702,32635,18938,20445,27634,4628,3599,14359,2094,52730,13635,104505,60261,3688,53220,23055,18022,40480,3678,27836,3028,39278,166542,12023,1076,42298,47727,11780,26614,2584,327,562,205,19067,243,862035
2022-07-30,33424,4854,34498,16710,257517,19687,12012,4833,1350,266377,57736,8055,6635,70733,31152,11858,15014,39877,28235,2995,22966,21011,39013,20202,19206,27477,4518,4120,58819,4104,51936,13260,88760,67864,3802,59752,24708,16002,44554,3655,35324,2996,36439,144550,10236,750,42700,20304,12660,28150,2706,0,1045,175,17218,206,938056
2022-08-06,24094,6287,30068,13267,223827,16025,10872,4269,910,22201,54029,7282,5801,61545,29776,11404,13502,37514,23591,2924,22010,20174,40134,20883,16651,23192,4294,23198,9026,2820,44508,11103,99075,66530,3898,55570,23632,16878,49496,3933,31912,3148,34438,155001,8927,939,40582,37325,12336,26342,2582,481,717,159,19487,182,782940
2022-08-13,26708,4417,27002,12342,180137,13843,9912,4136,944,271634,48939,6330,4892,52919,31148,11309,13222,36051,21591,2924,21860,18792,32116,20481,17104,22985,3722,6229,6984,2781,39880,9633,80260,62460,3502,52032,23725,12284,41252,2869,31974,2744,35328,150762,8260,1219,37734,23952,12302,24518,2302,90,700,134,18985,178,807619
2022-08-20,28242,3578,24488,11869,154805,10113,8510,3961,682,-52117,50596,5352,4183,50151,28400,9663,10780,32181,21090,2963,17954,17275,46085,19895,17307,20126,3696,3202,5168,2669,33788,8111,68838,54678,2986,48134,18937,11512,48562,3310,27280,2876,54740,116905,6051,861,34366,20175,10856,22566,2028,0,581,82,13863,191,599047
2022-08-27,31344,4275,17010,12674,151963,9183,8692,3100,719,176047,45970,4395,3935,48617,27924,9741,10146,29376,23259,3406,15996,16694,38601,19244,14150,16492,3428,2818,5093,2209,31300,7402,64579,47918,2740,46872,19166,9439,34780,3340,20544,3170,43765,107112,5430,1047,34844,15552,11362,23324,1452,126,470,102,14679,221,662430
2022-09-03,29390,2734,17322,13453,123150,15370,8773,2795,607,360,35224,3521,3872,52255,24390,9819,11494,28945,22141,3009,14442,16501,37584,16757,16288,18774,2784,8781,3990,2802,27428,5883,58887,43797,2406,50560,21360,8462,36528,3900,26522,2584,31394,115804,5042,1043,33816,17567,12472,18668,1230,0,359,70,12820,224,550931
2022-09-10,19760,2159,7332,10716,88482,9455,7422,2387,512,131928,24829,2398,3122,39851,17544,8373,9124,23156,18716,2546,12574,13949,31396,12893,11650,17823,2296,4418,3342,2330,26455,3499,48198,40961,2210,43462,17802,7456,33818,3027,26718,1926,21515,83708,4088,827,26390,12717,11340,15670,924,49,186,27,7793,155,495717
2022-09-17,15908,2350,12238,9166,66458,12065,13773,2755,527,3418,19003,2612,3014,35165,12052,8110,8338,18324,11234,3371,13824,16952,36494,12713,7238,18209,2628,3900,0,2426,28231,3403,65555,42378,2054,41104,13955,5190,36366,3067,18212,2346,16685,73556,4253,1051,23200,14461,9206,17270,912,0,149,8,9140,123,409754
2022-09-24,11540,1493,7998,6799,67136,8812,9528,2952,612,80838,14367,2205,3044,34747,9954,5727,5560,17109,7984,3351,12024,19334,33540,13354,6206,14336,2858,1424,6730,3367,35082,3155,69573,40568,2032,29072,10533,9088,36608,3592,13386,1912,14012,49954,3341,1075,20160,15002,6386,16184,1020,27,119,11,2711,71,402918
2022-10-01,8462,1231,6804,4532,65333,9869,9507,2855,482,0,9883,25468,2560,21900,5330,4133,5256,19219,5588,3620,10570,19415,29058,12241,3738,10930,2558,1224,961,2979,30464,3004,63857,32182,1910,24202,7801,8538,30410,3745,9270,1464,11713,41065,3265,1146,14196,15755,4642,13312,944,3,88,5,7583,46,326034
2022-10-08,7178,1366,7350,4106,59319,8254,8118,2158,164,44888,8464,2510,2268,22898,7304,3704,3380,18308,4117,3857,9266,18430,25595,11908,3228,10020,2198,1028,2233,3139,28016,3242,58888,23942,1942,19994,6050,8473,24862,3524,8414,1684,10730,28221,3027,1159,17044,12738,3806,14228,874,3,54,0,4679,41,301241
2022-10-15,6030,1128,4800,3591,47563,8625,7312,2352,438,0,7098,2075,2150,20825,8754,3406,5756,18080,3917,3703,8296,16800,24913,10732,2718,8459,0,895,1903,2957,24300,3727,55084,20042,1572,17070,5528,6613,26512,3245,6306,1248,9889,26904,2621,1216,14094,10176,3294,14166,940,1,64,0,4164,33,251028
2022-10-22,5132,711,10876,3972,44185,9471,7010,2161,33,40109,7876,4381,1452,23924,6160,2886,3810,9201,1115,3864,8932,15783,24749,9587,2538,8900,3958,956,3080,4068,24591,4498,62975,0,1544,22194,5163,7126,22798,3466,6332,1262,10638,22991,2944,1276,14284,9652,3444,14362,794,0,37,0,3507,43,259172
2022-10-29,5964,774,9626,3475,49310,8664,7539,1937,560,0,6587,2640,2082,27298,8926,3828,4198,12161,3134,2964,8922,15731,24231,10257,2716,2874,1504,1790,3129,2881,27426,5555,58431,33164,1692,23326,5602,4612,26454,2755,6186,1438,13861,23211,3644,1053,15074,5234,3072,14926,824,6,75,0,10238,28,262269
2022-11-05,0,733,10258,3354,49059,13688,5283,1843,332,46314,7938,2013,2070,28451,10286,3657,4784,13508,3889,2650,9670,11763,23221,10049,2672,12813,1720,1758,2816,2298,21154,6988,61394,17470,2026,24524,5788,5010,26076,2586,6934,1664,14074,22877,4140,1000,14648,8486,3980,14262,844,0,100,41,6824,91,286259
2022-11-12,12084,-1970,14720,4623,53030,14933,6354,1540,441,0,9057,2504,2442,22044,10622,3725,5414,10735,4638,1858,7966,11903,19788,10442,2738,9350,0,1735,5076,2006,23507,7610,57905,18730,1622,21730,6738,6232,24416,2581,8346,1742,12763,17806,5799,826,13924,9186,2638,13378,1000,3,83,7,6497,43,262378
2022-11-19,3796,780,21550,3397,82703,16741,5666,1738,268,46972,7435,2068,2482,31164,10956,3960,5180,8839,3746,1706,9600,9705,25556,10020,2088,9019,3428,6879,4062,1788,21668,10398,63125,13590,1650,20340,6492,6710,19906,2187,5908,1906,11355,36157,4780,589,11730,9645,3174,11994,944,2,158,0,7398,24,312386
2022-11-26,5744,864,26820,3434,87562,16192,7088,977,567,0,7991,2326,2848,20718,11848,4604,6098,12591,5734,982,5636,9691,17800,13281,0,9150,1908,2036,4208,1136,14350,5814,43555,12332,1736,18848,4890,7108,20104,2207,6128,1692,10090,19573,8316,578,12090,10919,1806,12258,1176,0,41,3,4673,26,260166
2022-12-03,8372,796,25974,7288,111491,15897,8610,2715,291,61864,12117,2001,2924,49050,12672,5399,7208,8005,5302,2437,13364,10879,17453,10470,6418,12500,1868,6006,5288,2835,37002,10697,92418,13684,2098,32182,11454,7827,21460,2091,6056,2216,19430,41965,7540,635,18838,11322,4334,15808,998,1,235,5,10885,50,410890
2022-12-10,11614,992,31966,6849,165984,14060,8751,2317,436,0,19583,2722,3276,42810,23070,6939,8546,11229,8895,2411,12468,16146,23677,12754,6758,15036,0,3618,8056,2322,33641,8460,85208,23210,2240,32122,12410,8989,27872,3546,13578,2178,18324,59508,5431,861,20294,12960,3524,16548,1540,2,36,0,9744,88,447001
2022-12-17,12930,708,23100,7276,142746,12111,9926,1814,582,85103,19715,2351,2658,46665,19450,7407,8336,11020,9443,2446,13474,18205,25991,11480,6510,15936,4442,2737,5879,2908,35994,5548,90525,26380,1636,33438,11159,7961,27676,3790,12956,1846,20430,59120,5552,843,24758,13010,4458,17572,1006,0,217,18,9762,46,483342
2022-12-24,14754,760,16562,6782,129497,12628,11050,2207,760,0,22694,2337,2672,47600,18472,6987,8414,16066,50871,2208,15138,20021,28582,10519,8826,15777,2052,3888,4849,3176,39734,4251,93062,33352,1418,35782,12680,7226,29212,3795,17116,1248,19125,59778,4957,721,29900,12608,4582,16180,766,1,150,29,10036,55,472985
2022-12-31,0,666,9946,7664,107443,8656,9541,2619,0,25540,21086,2166,2132,31795,13014,4294,5442,16554,12805,2100,13672,18201,21679,11496,8150,13748,1570,1736,3959,2792,36215,3825,76938,0,1264,26094,11764,5164,25930,0,19710,846,21463,66726,3930,688,17206,9080,6214,12806,532,0,193,45,7744,47,386332
2023-01-07,36580,742,12374,6720,104402,7743,11512,2518,1173,135952,27198,2606,2250,22197,18302,4515,5676,7064,14176,2584,14930,21972,19452,9502,11556,13848,1792,1414,6126,3606,44199,3336,79325,85964,1056,27790,11297,5636,31438,8874,21180,1022,22235,77032,3843,828,25292,11053,6108,12706,608,36,226,55,5575,50,501905
2023-01-14,17850,938,14748,5365,94824,6617,9174,1973,455,0,25387,2664,1882,0,12134,4404,4692,15458,13693,2587,14792,20526,19627,7309,0,9663,1550,18317,1542,3108,37142,3150,69500,45248,1168,20376,11273,5002,30460,4602,22568,1046,16849,70868,3355,882,35858,11178,4296,10940,468,7,196,56,8844,201,375187
2023-01-21,13484,1298,5502,4688,51868,4088,7268,1892,555,100482,16426,2111,1318,55849,5920,3377,3888,13518,10400,2349,9760,15185,19187,5759,19324,9594,1002,920,2495,2372,28748,1992,51173,31482,1036,15922,8952,4210,22090,3905,16066,928,16269,52858,1870,735,21108,9199,3776,8740,402,8,143,55,7182,237,354526
2023-01-28,15288,1308,7108,4052,50749,7215,6111,1592,443,0,15445,2085,1352,21849,8062,3135,4292,10156,10032,2170,11862,12926,13056,10864,7804,7299,1050,794,2841,1616,28121,2099,54503,28762,1482,16310,9382,4348,21880,3240,14106,1150,17243,47324,2136,961,21222,9618,3650,8466,376,3,149,18,6368,206,278003
2023-02-04,14630,1586,6174,3218,53284,4723,5828,1953,413,79803,15784,1522,1408,20277,8980,3007,4328,14598,20457,2276,8842,12328,11976,8654,6606,7343,1204,904,2541,1900,25035,2131,50738,26494,1712,16520,8869,5128,20538,3213,11878,1494,19988,77894,2160,912,19508,11139,3602,8558,-1202,0,97,28,4838,109,329249
2023-02-11,19640,1384,6198,3087,46852,3790,3608,2053,420,0,13612,1474,1744,20467,8840,3015,3920,10336,13938,2503,9068,10149,11315,8966,6460,7404,1642,1091,2429,2233,25629,2047,36590,24940,1638,17666,6767,5224,22308,2679,11176,1992,17016,45710,2367,604,16420,11020,3326,8788,2156,0,72,51,4269,88,255241
2023-02-18,12146,1572,6758,5234,51406,9264,4866,2077,370,66082,12637,1235,1924,21626,9692,3251,4108,13134,10291,472,8020,9941,13567,9949,7188,8553,1404,1316,2541,1799,20012,2113,27270,23428,1370,17998,6513,5386,22426,2151,9734,1966,14959,36526,2764,923,14700,9824,4292,8850,508,0,40,23,3408,33,273951
2023-02-25,9210,1554,53732,4488,45439,6896,3114,2839,289,0,23978,0,1781,22495,8688,3162,3974,7458,10949,1898,6498,8922,13060,6504,4982,8186,1582,7679,2207,1873,14910,2332,35627,19254,1720,18272,5797,5246,20850,1951,8414,1992,12503,33646,2883,0,11700,8438,0,8508,622,0,26,26,2876,52,246276
2023-03-04,7428,900,11326,2917,52288,6103,2551,925,210,115350,7703,1961,2839,21544,9106,3465,3854,10020,9131,3380,5882,7448,14939,10280,4354,7100,1436,3138,2366,1643,12496,2418,22969,15252,1124,18650,5703,4260,17352,1537,12222,1676,0,38850,2943,0,10468,9004,6124,9004,686,0,33,35,2361,23,266336
