origin,destination,distance
34,55,1259.09
34,56,2706.63
34,72,2584.83
35,1,1816.65
35,2,4225.12
35,4,530.37
35,5,1244.11
35,6,1189.35
35,8,557.83
35,9,3010.56
35,10,2774.02
35,11,2646.4
35,12,2461.27
35,13,2070.82
35,15,5195.45
35,16,1313.51
35,17,1739.49
35,18,1875.26
35,19,1417.04
35,20,985.88
35,21,1921.78
35,22,1457.41
35,23,3291.06
35,24,2665.34
35,25,3142.83
35,26,2120.6
35,27,1601.61
35,28,1569.19
35,29,1329.44
35,30,1416.03
35,31,1082.3
35,32,927.48
35,33,3142.58
35,34,2874.18
35,36,2868.01
35,37,2423.44
35,38,1529.41
35,39,2169.3
35,40,869.93
35,41,1787.27
35,42,2659.42
35,44,3130.95
35,45,2324.25
35,46,1222.5
35,47,1820.77
35,48,937.51
35,49,811.83
35,50,3046.53
35,51,2580.24
35,53,1906.05
35,54,2329.3
35,55,1799.59
35,56,902.02
35,72,4343.03
36,1,1428.39
36,2,5265.94
36,4,3389.36
36,5,1725.2
36,6,3912.33
36,8,2585.08
36,9,142.8
36,10,251.46
36,11,351.78
36,12,1647.49
36,13,1215.46
36,15,7907.49
36,16,3296.59
36,17,1149.9
36,18,992.78
36,19,1530.99
36,20,1885.52
36,21,999.04
36,22,1929.35
36,23,501.74
36,24,320.62
36,25,283.03
36,26,808.44
36,27,1586.54
36,28,1654.97
36,29,1540.25
36,30,2965.48
36,31,1886.98
36,32,3584.3
36,33,318.52
36,34,115.9
36,35,2868.01
36,37,794.87
36,38,2071.25
36,39,699.13
36,40,2038.64
36,41,3860.78
36,42,230.09
36,44,263.25
36,45,1002.1
36,46,2001.79
36,47,1197.46
36,48,2346.34
36,49,3119.68
36,50,326.41
36,51,486.28
36,53,3739.31
36,54,595.29
36,55,1207.92
36,56,2663.37
36,72,2697.92
37,1,708.84
37,2,5521.56
37,4,2953.07
37,5,1183.28
37,6,3569.79
37,8,2287.27
37,9,888.07
37,10,558.03
37,11,443.22
37,12,876.93
37,13,453.61
37,15,7603.78
37,16,3158.8
37,17,993.28
37,18,772.3
37,19,1359.02
37,20,1520.86
37,21,560.39
37,22,1223.9
37,23,1286.61
37,24,474.34
37,25,1039.23
37,26,904.25
37,27,1589.9
37,28,969.48
37,29,1161.28
37,30,2905.76
37,31,1651.23
37,32,3259.49
37,33,1102.66
37,34,713.62
37,35,2423.44
37,36,794.87
37,38,2098.47
37,39,610.24
37,40,1553.52
37,41,3745.74
37,42,595.42
37,44,994.21
37,45,207.57
37,46,1889.81
37,47,602.7
37,48,1719.97
37,49,2866.87
37,50,1117.88
37,51,308.62
37,53,3687.1
37,54,376.15
37,55,1212.32
37,56,2476.71
37,72,2326.91
38,1,1920.01
38,2,3462.26
38,4,1873.93
38,5,1462.72
38,6,2110.76
38,8,984.3
38,9,2198.0
38,10,2118.94
38,11,2039.66
38,12,2665.69
38,13,2027.89
38,15,5918.38
38,16,1270.8
38,17,1106.2
38,18,1326.46
38,19,786.43
38,20,1016.5
38,21,1567.1
38,22,1974.23
38,23,2314.16
38,24,2040.58
38,25,2275.85
38,26,1293.59
38,27,512.12
38,28,1843.58
38,29,1151.59
38,30,902.02
38,31,709.43
38,32,1789.2
38,33,2229.99
38,34,2137.78
38,35,1529.41
38,36,2071.25
38,37,2098.47
38,39,1536.17
38,40,1323.62
38,41,1804.27
38,42,1951.03
38,44,2292.36
38,45,2139.86
38,46,375.46
38,47,1679.42
38,48,1837.9
38,49,1264.78
38,50,2089.46
38,51,2056.52
38,53,1668.22
38,54,1789.79
38,55,905.33
38,56,786.35
38,72,4415.93
39,1,898.23
39,2,4922.02
39,4,2691.94
39,5,1048.03
39,6,3231.19
39,8,1907.1
39,9,841.44
39,10,631.11
39,11,523.76
39,12,1406.58
39,13,788.36
39,15,7246.25
39,16,2683.81
39,17,479.23
39,18,295.15
39,19,873.37
39,20,1188.79
39,21,359.22
39,22,1337.68
39,23,1152.11
39,24,532.75
39,25,977.21
39,26,294.64
39,27,1024.42
39,28,1063.67
39,29,841.12
39,30,2389.48
39,31,1216.84
39,32,2906.04
39,33,987.51
39,34,709.09
39,35,2169.3
39,36,699.13
39,37,610.24
39,38,1536.17
39,40,1342.94
39,41,3262.86
39,42,493.98
39,44,962.34
39,45,731.79
39,46,1384.34
39,47,599.91
39,48,1684.87
39,49,2459.46
39,50,916.29
39,51,521.11
39,53,3173.58
39,54,256.0
39,55,631.43
39,56,2023.11
39,72,2926.23
40,1,971.95
40,2,4607.87
40,4,1399.71
40,5,378.44
40,6,2032.87
40,8,854.74
40,9,2179.46
40,10,1922.77
40,11,1792.07
40,12,1677.46
40,13,1213.01
40,15,6059.21
40,16,1832.1
40,17,973.76
40,18,1058.71
40,19,778.39
40,20,322.38
40,21,1063.02
40,22,741.51
40,23,2490.52
40,24,1812.9
40,25,2319.2
40,26,1354.26
40,27,1102.5
40,28,751.56
40,29,517.11
40,30,1729.57
40,31,619.88
40,32,1737.1
40,33,2329.94
40,34,2032.92
40,35,869.93
40,36,2038.64
40,37,1553.52
40,38,1323.62
40,39,1342.94
40,41,2400.27
40,42,1820.69
40,44,2301.46
40,45,1458.37
40,46,949.35
40,47,950.84
40,48,524.76
40,49,1424.62
40,50,2249.84
40,51,1718.2
40,53,2428.07
40,54,1476.44
40,55,1123.92
40,56,1176.3
40,72,3565.45
41,1,3335.15
41,2,2524.69
41,4,1565.99
41,5,2741.83
41,6,1067.1
41,8,1545.54
41,9,3992.12
41,10,3880.33
41,11,3785.06
41,12,4071.76
41,13,3534.67
41,15,4136.65
41,16,587.59
41,17,2789.43
41,18,3002.79
41,19,2399.35
41,20,2276.28
41,21,3185.37
41,22,3126.99
41,23,4117.87
41,24,3791.12
41,25,4076.76
41,26,3061.32
41,27,2274.32
41,28,3145.63
41,29,2606.24
41,30,902.47
41,31,2095.71
41,32,1015.77
41,33,4033.39
41,34,3918.03
41,35,1787.27
41,36,3860.78
41,37,3745.74
41,38,1804.27
41,39,3262.86
41,40,2400.27
41,42,3719.79
41,44,4090.83
41,45,3726.41
41,46,1878.52
41,47,3204.96
41,48,2685.0
41,49,997.5
41,50,3893.65
41,51,3776.86
41,53,296.11
41,54,3501.23
41,55,2659.71
41,56,1273.94
41,72,5949.49
42,1,1201.13
42,2,5230.6
42,4,3183.82
42,5,1500.04
42,6,3724.09
42,8,2398.75
42,9,362.76
42,10,172.98
42,11,170.74
42,12,1466.98
42,13,995.66
42,15,7734.09
42,16,3147.59
42,17,964.33
42,18,788.82
42,19,1354.56
42,20,1681.83
42,21,772.35
42,22,1699.89
42,23,728.98
42,24,146.14
42,25,511.34
42,26,660.05
42,27,1451.0
42,28,1425.21
42,29,1329.97
42,30,2832.64
42,31,1704.92
42,32,3398.2
42,33,547.35
42,34,215.25
42,35,2659.42
42,36,230.09
42,37,595.42
42,38,1951.03
42,39,493.98
42,40,1820.69
42,41,3719.79
42,44,485.02
42,45,798.87
42,46,1846.85
42,47,967.43
42,48,2117.77
42,49,2945.25
42,50,531.08
42,51,296.83
42,53,3612.83
42,54,365.3
42,55,1060.43
42,56,2499.44
42,72,2668.28
44,1,1662.75
44,2,5404.71
44,4,3651.75
44,5,1984.94
44,6,4169.07
44,8,2841.82
44,9,122.39
44,10,439.03
44,11,568.34
44,12,1804.33
44,13,1435.19
44,15,8155.47
44,16,3532.74
44,17,1408.74
44,18,1255.7
44,19,1785.47
44,20,2147.89
44,21,1257.38
44,22,2170.52
44,23,311.45
44,24,538.87
44,25,58.25
44,26,1056.84
44,27,1820.33
44,28,1898.42
44,29,1803.47
44,30,3191.74
44,31,2142.88
44,32,3840.28
44,33,155.12
44,34,289.37
44,35,3130.95
44,36,263.25
44,37,994.21
44,38,2292.36
44,39,962.34
44,40,2301.46
44,41,4090.83
44,42,485.02
44,45,1200.33
44,46,2244.5
44,47,1447.69
44,48,2601.65
44,49,3370.55
44,50,284.16
44,51,692.98
44,53,3959.41
44,54,847.72
44,55,1451.16
44,56,2909.36
44,72,2657.55
45,1,545.81
45,2,5588.36
45,4,2850.56
45,5,1080.79
45,6,3489.23
45,8,2234.59
45,9,1095.28
45,10,765.3
45,11,650.33
45,12,691.01
45,13,276.55
45,15,7517.54
45,16,3138.89
45,17,1038.84
45,18,825.57
45,19,1373.25
45,20,1467.71
45,21,572.76
45,22,1051.88
45,23,1494.07
45,24,681.48
45,25,1246.04
45,26,1023.26
45,27,1641.07
45,28,813.2
45,29,1121.19
45,30,2909.95
45,31,1633.52
45,32,3186.49
45,33,1310.18
45,34,921.02
45,35,2324.25
45,36,1002.1
45,37,207.57
45,38,2139.86
45,39,731.79
45,40,1458.37
45,41,3726.41
45,42,798.87
45,44,1200.33
45,46,1899.77
45,47,526.5
45,48,1570.72
45,49,2818.48
45,50,1324.3
45,51,516.02
45,53,3685.02
45,54,535.22
45,55,1283.52
45,56,2452.66
45,72,2277.39
46,1,1613.57
46,2,3763.03
46,4,1628.52
46,5,1112.99
46,6,1980.13
46,8,717.97
46,9,2138.24
46,10,2004.26
46,11,1906.77
46,12,2368.96
46,13,1753.09
46,15,5912.59
46,16,1301.27
46,17,912.82
46,18,1129.6
46,19,530.79
46,20,647.89
46,21,1335.05
46,22,1617.95
46,23,2317.72
46,24,1913.29
46,25,2237.6
46,26,1194.13
46,27,445.72
46,28,1508.35
46,29,833.59
46,30,1016.1
46,31,343.3
46,32,1649.03
46,33,2207.11
46,34,2050.12
46,35,1222.5
46,36,2001.79
46,37,1889.81
46,38,375.46
46,39,1384.34
46,40,949.35
46,41,1878.52
46,42,1846.85
46,44,2244.5
46,45,1899.77
46,47,1405.02
46,48,1462.43
46,49,1145.19
46,50,2079.51
46,51,1899.58
46,53,1798.91
46,54,1624.41
46,55,794.02
46,56,668.1
46,72,4172.03
47,1,314.63
47,2,5141.67
47,4,2350.38
47,5,582.21
47,6,2972.14
47,8,1708.17
47,9,1326.91
47,10,1027.82
47,11,892.72
47,12,993.02
47,13,349.29
47,15,7004.71
47,16,2617.85
47,17,636.47
47,18,481.29
47,19,894.39
47,20,941.23
47,21,243.98
47,22,744.43
47,23,1691.3
47,24,918.63
47,25,1478.02
47,26,804.95
47,27,1207.86
47,28,468.12
47,29,598.96
47,30,2403.36
47,31,1118.7
47,32,2665.52
47,33,1512.82
47,34,1161.16
47,35,1820.77
47,36,1197.46
47,37,602.7
47,38,1679.42
47,39,599.91
47,40,950.84
47,41,3204.96
47,42,967.43
47,44,1447.69
47,45,526.5
47,46,1405.02
47,48,1158.3
47,49,2291.99
47,50,1472.56
47,51,795.64
47,53,3172.19
47,54,602.17
47,55,909.36
47,56,1931.08
47,72,2770.1
48,1,1025.41
48,2,5020.28
48,4,1397.68
48,5,642.84
48,6,2108.57
48,8,1195.7
48,9,2479.94
48,10,2186.09
48,11,2051.01
48,12,1558.73
48,13,1295.55
48,15,6046.34
48,16,2156.48
48,17,1408.74
48,18,1434.32
48,19,1285.83
48,20,847.02
48,21,1348.77
48,22,560.21
48,23,2829.39
48,24,2076.75
48,25,2628.95
48,26,1766.14
48,27,1623.17
48,28,757.68
48,29,958.16
48,30,2134.13
48,31,1141.99
48,32,1863.89
48,33,2656.26
48,34,2317.39
48,35,937.51
48,36,2346.34
48,37,1719.97
48,38,1837.9
48,39,1684.87
48,40,524.76
48,41,2685.0
48,42,2117.77
48,44,2601.65
48,45,1570.72
48,46,1462.43
48,47,1158.3
48,49,1687.7
48,50,2599.08
48,51,1951.34
48,53,2762.23
48,54,1753.96
48,55,1602.45
48,56,1566.62
48,72,3420.63
49,1,2383.6
49,2,3415.86
49,4,780.87
49,5,1783.47
49,6,847.36
49,8,584.6
49,9,3259.55
49,10,3090.55
49,11,2979.33
49,12,3102.07
49,13,2602.89
49,15,4789.12
49,16,504.86
49,17,1981.73
49,18,2175.19
49,19,1590.98
49,20,1350.91
49,21,2313.53
49,22,2137.63
49,23,3459.96
49,24,2990.9
49,25,3367.93
49,26,2313.71
49,27,1590.35
49,28,2175.93
49,29,1705.77
49,30,711.43
49,31,1242.92
49,32,524.75
49,33,3343.24
49,34,3156.02
49,35,811.83
49,36,3119.68
49,37,2866.87
49,38,1264.78
49,39,2459.46
49,40,1424.62
49,41,997.5
49,42,2945.25
49,44,3370.55
49,45,2818.48
49,46,1145.19
49,47,2291.99
49,48,1687.7
49,50,3219.88
49,51,2947.28
49,53,1094.67
49,54,2674.18
49,55,1923.77
49,56,486.79
49,72,4989.56
50,1,1725.37
50,2,5131.75
50,4,3556.98
50,5,1964.25
50,6,4036.47
50,8,2714.24
50,9,290.48
50,10,576.94
50,11,675.07
50,12,1973.88
50,13,1526.57
50,15,7988.22
50,16,3347.61
50,17,1307.09
50,18,1191.21
50,19,1658.36
50,20,2061.2
50,21,1254.41
50,22,2214.51
50,23,244.92
50,24,644.1
50,25,236.07
50,26,929.37
50,27,1642.09
50,28,1938.22
50,29,1737.21
50,30,2991.48
50,31,2016.95
50,32,3705.49
50,33,153.01
50,34,428.59
50,35,3046.53
50,36,326.41
50,37,1117.88
50,38,2089.46
50,39,916.29
50,40,2249.84
50,41,3893.65
50,42,531.08
50,44,284.16
50,45,1324.3
50,46,2079.51
50,47,1472.56
50,48,2599.08
50,49,3219.88
50,51,810.06
50,53,3748.19
50,54,878.93
50,55,1298.3
50,56,2747.61
50,72,2937.22
51,1,976.06
51,2,5416.37
51,4,3110.04
51,5,1367.71
51,6,3691.42
51,8,2380.55
51,9,582.7
51,10,253.97
51,11,135.0
51,12,1171.4
51,13,742.25
51,15,7721.25
51,16,3195.04
51,17,987.43
51,18,776.92
51,19,1379.06
51,20,1630.47
51,21,658.75
51,22,1489.0
51,23,979.54
51,24,165.99
51,25,735.27
51,26,781.02
51,27,1545.15
51,28,1222.01
51,29,1267.17
51,30,2908.73
51,31,1707.48
51,32,3372.16
51,33,795.29
51,34,407.62
51,35,2580.24
51,36,486.28
51,37,308.62
51,38,2056.52
51,39,521.11
51,40,1718.2
51,41,3776.86
51,42,296.83
51,44,692.98
51,45,516.02
51,46,1899.58
51,47,795.64
51,48,1951.34
51,49,2947.28
51,50,810.06
51,53,3693.05
51,54,275.86
51,55,1151.23
51,56,2526.21
51,72,2445.11
53,1,3328.89
53,2,2334.57
53,4,1757.01
53,5,2748.07
53,6,1331.42
53,8,1582.68
53,9,3866.13
53,10,3777.92
53,11,3690.45
53,12,4077.65
53,13,3511.12
53,15,4339.65
53,16,605.75
53,17,2709.81
53,18,2928.06
53,19,2328.92
53,20,2266.74
53,21,3129.33
53,22,3166.59
53,23,3965.03
53,24,3694.06
53,25,3941.41
53,26,2952.88
53,27,2161.94
53,28,3158.25
53,29,2575.03
53,30,784.36
53,31,2053.58
53,32,1232.48
53,33,3891.99
53,34,3803.98
53,35,1906.05
53,36,3739.31
53,37,3687.1
53,38,1668.22
53,39,3173.58
53,40,2428.07
53,41,296.11
53,42,3612.83
53,44,3959.41
53,45,3685.02
53,46,1798.91
53,47,3172.19
53,48,2762.23
53,49,1094.67
53,50,3748.19
53,51,3693.05
53,54,3419.3
53,55,2554.79
53,56,1260.36
53,72,5936.88
54,1,847.21
54,2,5176.08
54,4,2857.54
54,5,1142.79
54,6,3425.76
54,8,2110.31
54,9,726.17
54,10,446.33
54,11,317.12
54,12,1226.0
54,13,668.37
54,15,7452.35
54,16,2919.22
54,17,711.87
54,18,501.38
54,19,1103.21
54,20,1367.02
54,21,415.49
54,22,1337.77
54,23,1090.79
54,24,336.6
54,25,876.34
54,26,539.66
54,27,1277.71
54,28,1062.2
54,29,1005.89
54,30,2634.94
54,31,1433.1
54,32,3104.62
54,33,911.11
54,34,564.79
54,35,2329.3
54,36,595.29
54,37,376.15
54,38,1789.79
54,39,256.0
54,40,1476.44
54,41,3501.23
54,42,365.3
54,44,847.72
54,45,535.22
54,46,1624.41
54,47,602.17
54,48,1753.96
54,49,2674.18
54,50,878.93
54,51,275.86
54,53,3419.3
54,55,886.25
54,56,2250.64
54,72,2673.43
55,1,1208.28
55,2,4310.58
55,4,2287.82
55,5,1000.01
55,6,2738.55
55,8,1419.89
55,9,1344.24
55,10,1223.46
55,11,1137.14
55,12,1888.16
55,13,1231.47
55,15,6704.53
55,16,2090.26
55,17,273.84
55,18,460.12
55,19,382.71
55,20,850.0
55,21,727.96
55,22,1466.1
55,23,1540.58
55,24,1139.72
55,25,1445.75
55,26,401.87
55,27,394.95
55,28,1241.9
55,29,647.27
55,30,1773.01
55,31,730.08
55,32,2407.4
55,33,1419.49
55,34,1259.09
55,35,1799.59
55,36,1207.92
55,37,1212.32
55,38,905.33
55,39,631.43
55,40,1123.92
55,41,2659.71
55,42,1060.43
55,44,1451.16
55,45,1283.52
55,46,794.02
55,47,909.36
55,48,1602.45
55,49,1923.77
55,50,1298.3
55,51,1151.23
55,53,2554.79
55,54,886.25
55,56,1458.29
55,72,3539.19
56,1,2071.04
56,2,3454.41
56,4,1122.68
56,5,1487.72
56,6,1333.32
56,8,382.75
56,9,2801.31
56,10,2651.38
56,11,2546.62
56,12,2817.6
56,13,2262.58
56,15,5246.25
56,16,686.81
56,17,1544.12
56,18,1749.3
56,19,1149.87
56,20,1008.56
56,21,1916.66
56,22,1917.76
56,23,2985.66
56,24,2555.76
56,25,2903.81
56,26,1854.96
56,27,1109.96
56,28,1898.15
56,29,1332.31
56,30,567.53
56,31,825.67
56,32,1007.05
56,33,2874.74
56,34,2706.63
56,35,902.02
56,36,2663.37
56,37,2476.71
56,38,786.35
56,39,2023.11
56,40,1176.3
56,41,1273.94
56,42,2499.44
56,44,2909.36
56,45,2452.66
56,46,668.1
56,47,1931.08
56,48,1566.62
56,49,486.79
56,50,2747.61
56,51,2526.21
56,53,1260.36
56,54,2250.64
56,55,1458.29
56,72,4683.32
72,1,2614.35
72,2,7847.53
72,4,4817.78
72,5,3209.69
72,6,5527.39
72,8,4412.26
72,9,2657.4
72,10,2505.71
72,11,2517.17
72,12,1890.04
72,13,2426.77
72,15,9409.16
72,16,5367.26
72,17,3310.96
72,18,3092.56
72,19,3649.28
72,20,3675.19
72,21,2849.72
72,22,2885.94
72,23,2910.11
72,24,2531.4
72,25,2712.3
72,26,3212.52
72,27,3912.42
72,28,2813.89
72,29,3363.24
72,30,5173.06
72,31,3886.67
72,32,5267.02
72,33,2809.51
72,34,2584.83
72,35,4343.03
72,36,2697.92
72,37,2326.91
72,38,4415.93
72,39,2926.23
72,40,3565.45
72,41,5949.49
72,42,2668.28
72,44,2657.55
72,45,2277.39
72,46,4172.03
72,47,2770.1
72,48,3420.63
72,49,4989.56
72,50,2937.22
72,51,2445.11
72,53,5936.88
72,54,2673.43
72,55,3539.19
72,56,4683.32
