origin,destination,total_flow
46,36,1711.0
46,44,49.0
46,16,164.0
46,55,101987.0
46,9,6607.0
46,56,11949.0
46,34,1435.0
46,42,793.0
46,53,16.0
46,19,33.0
46,39,486.0
46,10,615.0
46,24,13873.0
46,31,65204.0
46,11,454.0
46,18,66488.0
46,17,111.0
46,32,23948.0
46,54,334.0
46,38,1332.0
46,49,40.0
46,51,810.0
46,8,187.0
46,6,4935.0
46,29,1279.0
46,21,1186.0
46,20,3670.0
46,37,2497.0
46,47,634.0
46,45,2422.0
46,30,1221.0
46,40,15.0
46,5,336.0
46,4,2683.0
46,35,1841.0
46,13,52178.0
46,1,300.0
46,28,15.0
46,48,979.0
46,22,2170.0
46,12,213.0
46,50,39834.0
46,2,226483.0
46,15,127.0
46,33,3013.0
46,27,187.0
46,25,25.0
46,41,22.0
56,23,563.0
56,26,3103.0
56,36,1321.0
56,44,57.0
56,16,228.0
56,55,11077.0
56,9,1114.0
56,46,11949.0
56,34,502.0
56,42,1129.0
56,53,21.0
56,19,23.0
56,39,289.0
56,10,328.0
56,24,1647.0
56,31,4793.0
56,11,440.0
56,18,57523.0
56,17,281.0
56,32,95608.0
56,54,695.0
56,38,2427.0
56,49,22.0
56,51,590.0
56,8,886.0
56,6,2687.0
56,29,1164.0
56,21,390.0
56,20,1389.0
56,37,343665.0
56,47,783.0
56,45,1380.0
56,30,5579.0
56,40,22.0
56,5,347.0
56,4,2123.0
56,35,1041.0
56,13,158200.0
56,1,730.0
56,28,6.0
56,48,817.0
56,22,2218.0
56,12,74.0
56,50,80260.0
56,2,2854.0
56,15,368.0
56,33,54504.0
56,27,121.0
56,25,15.0
56,41,8.0
34,23,15490.0
34,26,46189.0
34,36,21689.0
34,44,42.0
34,16,98.0
34,55,102087.0
34,9,111952.0
34,46,1435.0
34,56,502.0
34,42,2146.0
34,53,20.0
34,19,110.0
34,39,2576.0
34,10,1598.0
34,24,9444.0
34,31,3098.0
34,11,3976.0
34,18,9238.0
34,17,53.0
34,32,203.0
34,54,250.0
34,38,1070.0
34,49,130.0
34,51,4267.0
34,8,139.0
34,6,14665.0
34,29,28217.0
34,21,47.0
34,20,170011.0
34,37,907.0
34,47,315.0
34,45,9644.0
34,30,2509.0
34,40,83.0
34,5,9494.0
34,4,50.0
34,35,559491.0
34,13,40798.0
34,1,232.0
34,28,53.0
34,48,11247.0
34,22,952.0
34,12,4550.0
34,50,22854.0
34,2,4470.0
34,15,20.0
34,33,662.0
34,27,601.0
34,25,177.0
34,41,140.0
42,23,76983.0
42,26,57064.0
42,36,14127.0
42,44,65.0
42,16,101.0
42,55,6114.0
42,9,1555.0
42,46,793.0
42,56,1129.0
42,34,2146.0
42,53,14.0
42,19,47.0
42,39,712.0
42,10,584.0
42,24,1734.0
42,31,793.0
42,11,228694.0
42,18,7668.0
42,17,41.0
42,32,287.0
42,54,364.0
42,38,1883.0
42,49,68.0
42,51,1268.0
42,8,356.0
42,6,4767.0
42,29,2832.0
42,21,26.0
42,20,2448.0
42,37,6502.0
42,47,342.0
42,45,2459.0
42,30,102058.0
42,40,41.0
42,5,1400.0
42,4,50.0
42,35,7342.0
42,13,433839.0
42,1,330.0
42,28,27.0
42,48,1624.0
42,22,971.0
42,12,253.0
42,50,44307.0
42,2,710.0
42,15,27.0
42,33,1127.0
42,27,251.0
42,25,51.0
42,41,46.0
53,23,18.0
53,26,267.0
53,36,86.0
53,44,29.0
53,16,365.0
53,55,127.0
53,9,33.0
53,46,16.0
53,56,21.0
53,34,20.0
53,42,14.0
53,19,1.0
53,39,15.0
53,10,33.0
53,24,98.0
53,31,62.0
53,11,6.0
53,18,34.0
53,17,244.0
53,32,13.0
53,54,431.0
53,38,87.0
53,49,4.0
53,51,52.0
53,8,5.0
53,6,255.0
53,29,73.0
53,21,116.0
53,20,89.0
53,37,9.0
53,47,1632.0
53,45,86.0
53,30,15.0
53,5,18.0
53,4,9.0
53,35,29.0
53,13,609.0
53,1,40.0
53,28,1.0
53,48,55.0
53,22,55599.0
53,12,6.0
53,50,2585.0
53,2,36.0
53,15,56.0
53,33,67.0
53,27,5.0
53,25,1.0
53,41,1.0
19,23,83.0
19,26,1106.0
19,36,400.0
19,44,11.0
19,16,9.0
19,55,466.0
19,9,204.0
19,46,33.0
19,56,23.0
19,34,110.0
19,42,47.0
19,53,1.0
19,39,584.0
19,10,39005.0
19,24,607.0
19,31,125.0
19,11,31.0
19,18,98.0
19,17,5.0
19,32,7.0
19,54,26.0
19,38,107.0
19,49,68706.0
19,51,2446.0
19,8,12.0
19,6,20217.0
19,29,628.0
19,21,2.0
19,20,886.0
19,37,31.0
19,47,24.0
19,45,2520.0
19,30,43.0
19,40,1720.0
19,5,138.0
19,4,4.0
19,35,156.0
19,13,1365.0
19,1,23.0
19,28,12637.0
19,48,612.0
19,22,91.0
19,12,81.0
19,50,2327.0
19,2,162.0
19,15,4.0
19,33,54.0
19,27,4641.0
19,25,75.0
19,41,27.0
39,23,1717.0
39,26,39201.0
39,36,9707.0
39,44,74.0
39,16,125.0
39,55,6764.0
39,9,4503.0
39,46,486.0
39,56,289.0
39,34,2576.0
39,42,712.0
39,53,15.0
39,19,584.0
39,10,10426.0
39,24,7375.0
39,31,1360.0
39,11,511.0
39,18,1313.0
39,17,56.0
39,32,165.0
39,54,269.0
39,38,902.0
39,49,897.0
39,51,369285.0
39,8,163.0
39,6,96355.0
39,29,91243.0
39,21,65.0
39,20,40575.0
39,37,543.0
39,47,336.0
39,45,735028.0
39,30,446.0
39,40,633.0
39,5,4670.0
39,4,71.0
39,35,3814.0
39,13,10328.0
39,1,251.0
39,28,326.0
39,48,107996.0
39,22,824.0
39,12,7734.0
39,50,15401.0
39,2,2086.0
39,15,41.0
39,33,494.0
39,27,10162.0
39,25,160715.0
39,41,111400.0
10,23,1074.0
10,26,9816.0
10,36,4098.0
10,44,70.0
10,16,140.0
10,55,4853.0
10,9,2965.0
10,46,615.0
10,56,328.0
10,34,1598.0
10,42,584.0
10,53,33.0
10,19,39005.0
10,39,10426.0
10,24,7025.0
10,31,996.0
10,11,412.0
10,18,1090.0
10,17,80.0
10,32,195.0
10,54,247.0
10,38,810.0
10,49,113638.0
10,51,45302.0
10,8,215.0
10,6,302019.0
10,29,9464.0
10,21,80.0
10,20,11304.0
10,37,431.0
10,47,336.0
10,45,40776.0
10,30,407.0
10,40,175796.0
10,5,2511.0
10,4,89.0
10,35,2420.0
10,13,8417.0
10,1,267.0
10,28,31728.0
10,48,11970.0
10,22,787.0
10,12,1604.0
10,50,12767.0
10,2,1730.0
10,15,43.0
10,33,572.0
10,27,353152.0
10,25,2399.0
10,41,722.0
24,23,2183.0
24,26,13632.0
24,36,7066.0
24,44,206.0
24,16,369.0
24,55,121647.0
24,9,89108.0
24,46,13873.0
24,56,1647.0
24,34,9444.0
24,42,1734.0
24,53,98.0
24,19,607.0
24,39,7375.0
24,10,7025.0
24,31,95261.0
24,11,1049.0
24,18,10989.0
24,17,261.0
24,32,1059.0
24,54,856.0
24,38,2670.0
24,49,870.0
24,51,10776.0
24,8,474.0
24,6,71801.0
24,29,8371.0
24,21,712.0
24,20,301126.0
24,37,1643.0
24,47,1120.0
24,45,45616.0
24,30,1484.0
24,40,426.0
24,5,2527.0
24,4,623.0
24,35,6538.0
24,13,31626.0
24,1,757.0
24,28,413.0
24,48,10304.0
24,22,3073.0
24,12,3859.0
24,50,61300.0
24,2,745143.0
24,15,171.0
24,33,2300.0
24,27,3072.0
24,25,590.0
24,41,609.0
31,23,930.0
31,26,5413.0
31,36,1956.0
31,44,138.0
31,16,562.0
31,55,54508.0
31,9,8656.0
31,46,65204.0
31,56,4793.0
31,34,3098.0
31,42,793.0
31,53,62.0
31,19,125.0
31,39,1360.0
31,10,996.0
31,24,95261.0
31,11,716.0
31,18,13581.0
31,17,1270.0
31,32,12664.0
31,54,649.0
31,38,2236.0
31,49,134.0
31,51,1825.0
31,8,404.0
31,6,11134.0
31,29,2379.0
31,21,34178.0
31,20,11498.0
31,37,2889.0
31,47,1513.0
31,45,6309.0
31,30,1504.0
31,40,71.0
31,5,551.0
31,4,25024.0
31,35,3198.0
31,13,25353.0
31,1,920.0
31,28,68.0
31,48,2596.0
31,22,4794.0
31,12,678.0
31,50,67054.0
31,2,352286.0
31,15,733.0
31,33,5944.0
31,27,376.0
31,25,72.0
31,41,91.0
11,23,385450.0
11,26,52176.0
11,36,23089.0
11,44,35.0
11,16,56.0
11,55,11837.0
11,9,1533.0
11,46,454.0
11,56,440.0
11,34,3976.0
11,42,228694.0
11,53,6.0
11,19,31.0
11,39,511.0
11,10,412.0
11,24,1049.0
11,31,716.0
11,18,7970.0
11,17,23.0
11,32,128.0
11,54,173.0
11,38,1073.0
11,49,30.0
11,51,827.0
11,8,183.0
11,6,3898.0
11,29,2204.0
11,21,14.0
11,20,1797.0
11,37,3407.0
11,47,213.0
11,45,2070.0
11,30,171726.0
11,40,24.0
11,5,1813.0
11,4,33.0
11,35,29652.0
11,13,131777.0
11,1,165.0
11,28,15.0
11,48,1151.0
11,22,611.0
11,12,105.0
11,50,21845.0
11,2,791.0
11,15,16.0
11,33,534.0
11,27,156.0
11,25,27.0
11,41,18.0
18,23,7111.0
18,26,20169.0
18,36,7575.0
18,44,124.0
18,16,235.0
18,55,647942.0
18,9,30179.0
18,46,66488.0
18,56,57523.0
18,34,9238.0
18,42,7668.0
18,53,34.0
18,19,98.0
18,39,1313.0
18,10,1090.0
18,24,10989.0
18,31,13581.0
18,11,7970.0
18,17,134.0
18,32,5260.0
18,54,659.0
18,38,2974.0
18,49,122.0
18,51,2039.0
18,8,534.0
18,6,9631.0
18,29,3889.0
18,21,254.0
18,20,11599.0
18,37,22315.0
18,47,861.0
18,45,5310.0
18,30,109967.0
18,40,77.0
18,5,1572.0
18,4,873.0
18,35,20736.0
18,13,229339.0
18,1,587.0
18,28,37.0
18,48,2912.0
18,22,3383.0
18,12,517.0
18,50,69233.0
18,2,16746.0
18,15,86.0
18,33,5127.0
18,27,446.0
18,25,94.0
18,41,67.0
17,23,40.0
17,26,733.0
17,36,184.0
17,44,39.0
17,16,43573.0
17,55,392.0
17,9,105.0
17,46,111.0
17,56,281.0
17,34,53.0
17,42,41.0
17,53,244.0
17,19,5.0
17,39,56.0
17,10,80.0
17,24,261.0
17,31,1270.0
17,11,23.0
17,18,134.0
17,32,491.0
17,54,652.0
17,38,705.0
17,49,3.0
17,51,134.0
17,8,66.0
17,6,696.0
17,29,206.0
17,21,5774.0
17,20,237.0
17,37,73.0
17,47,2057.0
17,45,293.0
17,30,30.0
17,40,4.0
17,5,53.0
17,4,4726.0
17,35,104.0
17,13,2682.0
17,1,2200.0
17,28,3.0
17,48,144.0
17,22,43578.0
17,12,6.0
17,50,33967.0
17,2,165.0
17,15,40539.0
17,33,5139.0
17,27,17.0
17,25,4.0
17,41,2.0
32,23,177.0
32,26,1655.0
32,36,565.0
32,44,63.0
32,16,160.0
32,55,6376.0
32,9,528.0
32,46,23948.0
32,56,95608.0
32,34,203.0
32,42,287.0
32,53,13.0
32,19,7.0
32,39,165.0
32,10,195.0
32,24,1059.0
32,31,12664.0
32,11,128.0
32,18,5260.0
32,17,491.0
32,54,470.0
32,38,1408.0
32,49,6.0
32,51,367.0
32,8,610.0
32,6,1618.0
32,29,533.0
32,21,2415.0
32,20,770.0
32,37,6036.0
32,47,528.0
32,45,745.0
32,30,571.0
32,40,7.0
32,5,127.0
32,4,120027.0
32,35,338.0
32,13,49538.0
32,1,767.0
32,28,2.0
32,48,369.0
32,22,1731.0
32,12,50.0
32,50,56382.0
32,2,3299.0
32,15,1426.0
32,33,55093.0
32,27,81.0
32,25,6.0
32,41,3.0
54,23,292.0
54,26,2704.0
54,36,954.0
54,44,344.0
54,16,5779.0
54,55,1552.0
54,9,566.0
54,46,334.0
54,56,695.0
54,34,250.0
54,42,364.0
54,53,431.0
54,19,26.0
54,39,269.0
54,10,247.0
54,24,856.0
54,31,649.0
54,11,173.0
54,18,659.0
54,17,652.0
54,32,470.0
54,38,101310.0
54,49,27.0
54,51,474.0
54,8,1047.0
54,6,2025.0
54,29,854.0
54,21,151.0
54,20,971.0
54,37,827.0
54,47,29705.0
54,45,1117.0
54,30,278.0
54,40,19.0
54,5,247.0
54,4,186.0
54,35,466.0
54,13,16007.0
54,1,176991.0
54,28,15.0
54,48,640.0
54,22,78010.0
54,12,71.0
54,50,704759.0
54,2,530.0
54,15,657.0
54,33,13107.0
54,27,107.0
54,25,17.0
54,41,7.0
38,23,1487.0
38,26,8045.0
38,36,3350.0
38,44,601.0
38,16,3425.0
38,55,5603.0
38,9,1795.0
38,46,1332.0
38,56,2427.0
38,34,1070.0
38,42,1883.0
38,53,87.0
38,19,107.0
38,39,902.0
38,10,810.0
38,24,2670.0
38,31,2236.0
38,11,1073.0
38,18,2974.0
38,17,705.0
38,32,1408.0
38,54,101310.0
38,49,102.0
38,51,1426.0
38,8,359545.0
38,6,5559.0
38,29,2444.0
38,21,338.0
38,20,3001.0
38,37,3327.0
38,47,5517.0
38,45,2913.0
38,30,1584.0
38,40,62.0
38,5,1015.0
38,4,481.0
38,35,1957.0
38,13,176565.0
38,1,187164.0
38,28,40.0
38,48,1698.0
38,22,11836.0
38,12,301.0
38,50,651042.0
38,2,1804.0
38,15,1387.0
38,33,152702.0
38,27,366.0
38,25,100.0
38,41,46.0
49,23,108.0
49,26,1236.0
49,36,399.0
49,44,2.0
49,16,6.0
49,55,504.0
49,9,265.0
49,46,40.0
49,56,22.0
49,34,130.0
49,42,68.0
49,53,4.0
49,19,68706.0
49,39,897.0
49,10,113638.0
49,24,870.0
49,31,134.0
49,11,30.0
49,18,122.0
49,17,3.0
49,32,6.0
49,54,27.0
49,38,102.0
49,51,4040.0
49,8,13.0
49,6,26586.0
49,29,848.0
49,21,2.0
49,20,1009.0
49,37,35.0
49,47,41.0
49,45,4402.0
49,30,31.0
49,40,3305.0
49,5,172.0
49,4,4.0
49,35,171.0
49,13,1311.0
49,1,19.0
49,28,85954.0
49,48,907.0
49,22,110.0
49,12,67.0
49,50,2434.0
49,2,201.0
49,33,53.0
49,27,9378.0
49,25,88.0
49,41,27.0
51,23,2109.0
51,26,25454.0
51,36,10439.0
51,44,111.0
51,16,233.0
51,55,9739.0
51,9,6034.0
51,46,810.0
51,56,590.0
51,34,4267.0
51,42,1268.0
51,53,52.0
51,19,2446.0
51,39,369285.0
51,10,45302.0
51,24,10776.0
51,31,1825.0
51,11,827.0
51,18,2039.0
51,17,134.0
51,32,367.0
51,54,474.0
51,38,1426.0
51,49,4040.0
51,8,303.0
51,6,296774.0
51,29,30286.0
51,21,116.0
51,20,20584.0
51,37,886.0
51,47,635.0
51,45,428257.0
51,30,805.0
51,40,10566.0
51,5,6073.0
51,4,165.0
51,35,4913.0
51,13,15191.0
51,1,504.0
51,28,1696.0
51,48,35055.0
51,22,1368.0
51,12,3511.0
51,50,19793.0
51,2,3514.0
51,15,67.0
51,33,1018.0
51,27,146445.0
51,25,99482.0
51,41,12861.0
8,23,212.0
8,26,1980.0
8,36,675.0
8,44,83.0
8,16,199.0
8,55,961.0
8,9,273.0
8,46,187.0
8,56,886.0
8,34,139.0
8,42,356.0
8,53,5.0
8,19,12.0
8,39,163.0
8,10,215.0
8,24,474.0
8,31,404.0
8,11,183.0
8,18,534.0
8,17,66.0
8,32,610.0
8,54,1047.0
8,38,359545.0
8,49,13.0
8,51,303.0
8,6,1431.0
8,29,546.0
8,21,47.0
8,20,615.0
8,37,1919.0
8,47,784.0
8,45,641.0
8,30,467.0
8,40,6.0
8,5,167.0
8,4,157.0
8,35,333.0
8,13,165549.0
8,1,1381.0
8,28,2.0
8,48,361.0
8,22,2168.0
8,12,31.0
8,50,75423.0
8,2,252.0
8,15,258.0
8,33,158344.0
8,27,53.0
8,25,14.0
8,41,8.0
6,23,8208.0
6,26,44820.0
6,36,27721.0
6,44,583.0
6,16,1150.0
6,55,39831.0
6,9,25923.0
6,46,4935.0
6,56,2687.0
6,34,14665.0
6,42,4767.0
6,53,255.0
6,19,20217.0
6,39,96355.0
6,10,302019.0
6,24,71801.0
6,31,11134.0
6,11,3898.0
6,18,9631.0
6,17,696.0
6,32,1618.0
6,54,2025.0
6,38,5559.0
6,49,26586.0
6,51,296774.0
6,8,1431.0
6,29,55983.0
6,21,572.0
6,20,113959.0
6,37,3535.0
6,47,2420.0
6,45,814439.0
6,30,3963.0
6,40,15877.0
6,5,16227.0
6,4,765.0
6,35,15039.0
6,13,41664.0
6,1,2073.0
6,28,67361.0
6,48,76178.0
6,22,5627.0
6,12,18431.0
6,50,55525.0
6,2,20173.0
6,15,422.0
6,33,4255.0
6,27,332622.0
6,25,13808.0
6,41,6551.0
29,23,13199.0
29,26,255584.0
29,36,142904.0
29,44,212.0
29,16,376.0
29,55,17262.0
29,9,14275.0
29,46,1279.0
29,56,1164.0
29,34,28217.0
29,42,2832.0
29,53,73.0
29,19,628.0
29,39,91243.0
29,10,9464.0
29,24,8371.0
29,31,2379.0
29,11,2204.0
29,18,3889.0
29,17,206.0
29,32,533.0
29,54,854.0
29,38,2444.0
29,49,848.0
29,51,30286.0
29,8,546.0
29,6,55983.0
29,21,170.0
29,20,50146.0
29,37,1646.0
29,47,757.0
29,45,74306.0
29,30,1602.0
29,40,725.0
29,5,491439.0
29,4,195.0
29,35,22005.0
29,13,34660.0
29,1,905.0
29,28,350.0
29,48,867431.0
29,22,1707.0
29,12,36714.0
29,50,35005.0
29,2,3511.0
29,15,126.0
29,33,1768.0
29,27,4055.0
29,25,6344.0
29,41,10455.0
21,23,33.0
21,26,513.0
21,36,147.0
21,44,13.0
21,16,146.0
21,55,639.0
21,9,124.0
21,46,1186.0
21,56,390.0
21,34,47.0
21,42,26.0
21,53,116.0
21,19,2.0
21,39,65.0
21,10,80.0
21,24,712.0
21,31,34178.0
21,11,14.0
21,18,254.0
21,17,5774.0
21,32,2415.0
21,54,151.0
21,38,338.0
21,49,2.0
21,51,116.0
21,8,47.0
21,6,572.0
21,29,170.0
21,20,234.0
21,37,91.0
21,47,239.0
21,45,267.0
21,30,43.0
21,5,31.0
21,4,43915.0
21,35,80.0
21,13,2582.0
21,1,175.0
21,48,90.0
21,22,1044.0
21,12,4.0
21,50,17649.0
21,2,1522.0
21,15,395.0
21,33,947.0
21,27,19.0
21,41,2.0
20,23,4544.0
20,26,57716.0
20,36,23120.0
20,44,238.0
20,16,467.0
20,55,113196.0
20,9,406478.0
20,46,3670.0
20,56,1389.0
20,34,170011.0
20,42,2448.0
20,53,89.0
20,19,886.0
20,39,40575.0
20,10,11304.0
20,24,301126.0
20,31,11498.0
20,11,1797.0
20,18,11599.0
20,17,237.0
20,32,770.0
20,54,971.0
20,38,3001.0
20,49,1009.0
20,51,20584.0
20,8,615.0
20,6,113959.0
20,29,50146.0
20,21,234.0
20,37,2020.0
20,47,1201.0
20,45,235269.0
20,30,2381.0
20,40,630.0
20,5,8111.0
20,4,323.0
20,35,28016.0
20,13,44099.0
20,1,938.0
20,28,442.0
20,48,103498.0
20,22,2969.0
20,12,182630.0
20,50,57422.0
20,2,18211.0
20,15,165.0
20,33,2213.0
20,27,5172.0
20,25,1740.0
20,41,3930.0
37,23,1629.0
37,26,9203.0
37,36,3238.0
37,44,100.0
37,16,229.0
37,55,12237.0
37,9,1689.0
37,46,2497.0
37,56,343665.0
37,34,907.0
37,42,6502.0
37,53,9.0
37,19,31.0
37,39,543.0
37,10,431.0
37,24,1643.0
37,31,2889.0
37,11,3407.0
37,18,22315.0
37,17,73.0
37,32,6036.0
37,54,827.0
37,38,3327.0
37,49,35.0
37,51,886.0
37,8,1919.0
37,6,3535.0
37,29,1646.0
37,21,91.0
37,20,2020.0
37,47,883.0
37,45,1915.0
37,30,82953.0
37,40,21.0
37,5,582.0
37,4,434.0
37,35,2289.0
37,13,504927.0
37,1,1008.0
37,28,13.0
37,48,1039.0
37,22,2635.0
37,12,134.0
37,50,54486.0
37,2,1739.0
37,15,138.0
37,33,20081.0
37,27,156.0
37,25,36.0
37,41,18.0
47,23,321.0
47,26,2483.0
47,36,971.0
47,44,473.0
47,16,150994.0
47,55,2032.0
47,9,724.0
47,46,634.0
47,56,783.0
47,34,315.0
47,42,342.0
47,53,1632.0
47,19,24.0
47,39,336.0
47,10,336.0
47,24,1120.0
47,31,1513.0
47,11,213.0
47,18,861.0
47,17,2057.0
47,32,528.0
47,54,29705.0
47,38,5517.0
47,49,41.0
47,51,635.0
47,8,784.0
47,6,2420.0
47,29,757.0
47,21,239.0
47,20,1201.0
47,37,883.0
47,45,1276.0
47,30,317.0
47,40,31.0
47,5,254.0
47,4,287.0
47,35,511.0
47,13,9704.0
47,1,2684.0
47,28,7.0
47,48,665.0
47,22,543662.0
47,12,94.0
47,50,390635.0
47,2,721.0
47,15,423.0
47,33,2815.0
47,27,117.0
47,25,24.0
47,41,15.0
45,23,4405.0
45,26,43431.0
45,36,17612.0
45,44,238.0
45,16,532.0
45,55,30926.0
45,9,20159.0
45,46,2422.0
45,56,1380.0
45,34,9644.0
45,42,2459.0
45,53,86.0
45,19,2520.0
45,39,735028.0
45,10,40776.0
45,24,45616.0
45,31,6309.0
45,11,2070.0
45,18,5310.0
45,17,293.0
45,32,745.0
45,54,1117.0
45,38,2913.0
45,49,4402.0
45,51,428257.0
45,8,641.0
45,6,814439.0
45,29,74306.0
45,21,267.0
45,20,235269.0
45,37,1915.0
45,47,1276.0
45,30,1701.0
45,40,3248.0
45,5,9823.0
45,4,324.0
45,35,10629.0
45,13,27249.0
45,1,1111.0
45,28,1714.0
45,48,134115.0
45,22,3136.0
45,12,16658.0
45,50,38237.0
45,2,9785.0
45,15,172.0
45,33,2227.0
45,27,19036.0
45,25,23055.0
45,41,28820.0
30,23,10013.0
30,26,22294.0
